Species,SRR7160364,SRR7162297,SRR7162298,SRR7162299,SRR7162300,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162310,SRR7162311,SRR7162312,SRR7162313,SRR7162314,SRR7162315,SRR7162316,SRR7162317,SRR7162318,SRR7162319,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162324,SRR7162325,SRR7162326,SRR7162327,SRR7162328,SRR7162329,SRR7162330,SRR7162331,SRR7162332,SRR7162333,SRR7162334,SRR7162335,SRR7162336,SRR7162337,SRR7162338,SRR7162339,SRR7162340,SRR7162341,SRR7162342,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162348,SRR7162349,SRR7162350,SRR7162351,SRR7162352,SRR7162353,SRR7162354,SRR7162355,SRR7162356,SRR7162357,SRR7162358,SRR7162359,SRR7162360,SRR7162361,SRR7162362,SRR7162363,SRR7162364,SRR7162365,SRR7162366,SRR7162367,SRR7162368,SRR7162369,SRR7162370,SRR7162371,SRR7162372,SRR7162373,SRR7162374,SRR7162375,SRR7162376,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162381,SRR7162382,SRR7162383,SRR7162384,SRR7162385,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162392,SRR7162393,SRR7162394,SRR7162395,SRR7162396,SRR7162397,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162406,SRR7162407,SRR7162408,SRR7162409,SRR7162410,SRR7162411,SRR7162412,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162417,SRR7162418,SRR7162419,SRR7162420,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Janthinobacterium sp. Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.26025,0,0,0,0,0,53.972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.19965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kineococcus radiotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.222824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella pneumoniae,510.44546,0,156.05997,3058.9259,0,20507.26741,483.618996,0,1190.455034,3957.19773,0,0,0,232.436625,0,0,1133.816903,0,76.54624,36038.6958,129.4375,497.357075,60.45544,0,839.547582,9307.26121,0,1583.262154,0,17757.1589,7082.52099,226.450024,0,0,0,0,3619.80726,2600.956294,0,5612.61299,93.63924,0,0,0,0,0,64.07254,154.3797,0,0,0,9625.09375,977.908846,80.43827,0,0,0,0,0,0,0,0,22083.5002,12765.112,0,0,14128.5664,0,0,0,0,82.54772,176.2362,0,427.63666,0,0,0,1250.132175,0,0,0,12788.14053,0,0,0,788.35944,0,0,0,0,0,0,1418.103751,0,480.9847,2271.88071,0,271.17,0,0,0,0,0,0,0,58.377277,10343.54614,0,0,169898.2347,0,0,0,0,0,0,260.7201492,20768.8976,0,9213.76694,0,9835.54654,0,0,0,0,8787.35296,3863.7875,0,912.00604
Klebsiella variicola,0,0,0,0,0,277.24898,0,0,0,375.7777,0,0,0,149.45995,0,0,0,0,0,0,0,0,0,0,0,0,0,202.01969,0,0,1927.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.33409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.71467,0,0,248.39148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.13498
Kocuria rhizophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.49566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosmotoga olearia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.56673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.45373,0,0,0,0,0
Krokinobacter sp. 4H-3-7-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.52753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.57159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.98466,0,0,131.61346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrpidia tusciae,0,88.007126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.65597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.84914,0,0,0,0,0,0,0,110.36387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.01349,0,0,0,0,0,0,0,92.74622,0,0,0,71.88318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.26303,0,0,0,0
Lactobacillus acidophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.18795,0,0,0,0,0,0,0,0,0,154.19982,65.833305,0,0,0,0,0,0,0,119.969666,0,0,0,0,0,0,146.32932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.175385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.784958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus amylovorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.77695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus brevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.83464,0,0,0,0,0,0,0,0,0,0,0,0,78.435814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.6289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.658775,0,72.01808,0,0,0,0,847.11137,0,0,0,0,0,0,0,0,0,142.3135,135.415,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus buchneri,227.41504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.56004,74.38529,0,0,0,0,0,0,0,0,105.53887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus crispatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.288734,454.116891,0,0,0,0,49.952595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.735467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus delbrueckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.45113,0,0,0,0,0,0,44.95714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.69626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.26235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.19997,0,0,106.15766,0,0,0,138.1144,0,0,0,0,0,727.72076,0,0,0,0,0,0,0,0,265.79337,0,0,0,0,126.41676,0,0,0,0,0
Lactobacillus fermentum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.06492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.031886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426.99313,0,0,0,0,0,0,0,0,0,0,0,0,0,63.84259,920.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus gasseri,0,61.250378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468.022654,0,0,0,0,0,1145.948769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.03955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus johnsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.70724,0,0,0,0,0,527.497796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.573734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus kefiranofaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.68222,0,0,0,0,0,226.4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus plantarum,0,0,0,115.620094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.59601,0,0,108.45004,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.9491,580.32101,0,0,0,0,0,0,88.70329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.91837,0
Lactobacillus reuteri,0,92.73022,0,0,84.09881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939.291617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.75006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus ruminis,0,0,0,0,0,0,0,0,0,0,0,245.40912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.31522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.70413,101.70707,0,0,0,0,0,0,0,0,0,0,0,0,0,659.63807,0,0,0,0,0
Lactobacillus sakei,0,97.57092,0,0,211.36954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.83256,0,0,0,0,0,0,0,0,0,0,0,0,0,129.91028,0,108.1499,118.083146,0,0,0,0,0,0,0,0,93.18499,0,433.810344,0,0,0,0,0,179.93288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.787575,0,0,0,260.85963,0,0,47.078976,0,0,0,0,0,0,0,106.99282,0,0,0,0,0,0,0,148.11295,69.431526,284.1151,130.13298,184.05202,167.47517,0,0,0,0,0,0,0,0,0,0,161.71495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.38509,0,0,0,0
Lactobacillus salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.48909,0,0,0,0,0,0,0,339.37747,0,0,696.99548,0,0,0,0,0,0,0,0,0,0,0,0,0,1366.386643,0,0,0,0,0,0,0,0,0,67.321205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.647282,0,0,0,0,0,0,0,0,0,2815.53576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.58192,0,0,0,0,0,0,121.4745,0,0,0,0
Lactobacillus sanfranciscensis,0,0,0,0,0,0,0,0,0,0,102.00431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.55093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.55284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.96489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6384,0,0,0,0,69.39088,0,0,0,0,463.0828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus garvieae,149.74901,0,0,0,0,0,0,0,100.94561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4315.59786,0,0,203.44858,0,0,92512.99616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.67737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.741776,0,0,0,0,0,0,125.94457,0,0,0,0,0,0,0,0,0,0,0,2912.666514,0,0,0,0,0,72.562996,0,0,0,0,0,0,0,0,0,0,0,0,0,103.84628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus lactis,0,0,0,0,57.545277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.37357,0,0,77.933266,0,79.47028,0,0,0,106.5821,0,0,2352.128545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.35971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.538475,0,0,1036.165381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laribacter hongkongensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.75537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.26617,0,0,0,0,0,0,109.87554,0,0,0,0,0,0,0,0,0,0,0,111.61689,0,0,0
Lawsonia intracellularis,0,0,338.12056,1388.301095,1209.612765,0,97.53771,2265.107361,1094.188888,2458.426023,7023.7987,3473.087379,1815.163595,0,2711.06313,3661.16211,2241.78676,4458.69979,1944.50527,4896.07995,2365.283008,2395.672535,2695.983439,74.24114,1776.17961,3247.94937,2863.13629,2387.5286,1917.91193,0,1502.121868,680.779635,865.793117,1828.058666,480.285805,256.890516,1804.825656,2556.792724,2974.9636,2706.61356,2289.920414,0,2578.52891,2872.43004,0,1532.829618,0,21.22762807,1172.311159,3276.15006,0,12226.9523,0,3033.658755,2912.18833,0,0,2174.870915,4790.70921,4849.24903,3071.56183,155.77357,2251.782065,0,2594.3815,0,807.045033,0,2918.08743,1191.632305,2293.322429,1997.954991,2366.07386,3540.99101,3562.25042,1052.565269,0,96.21712,139.750506,76.6255,1706.40164,0,2836.441563,0,0,1096.106434,2588.94326,0,0,1771.153424,0,3219.96665,3779.24978,2074.44114,260.661156,0,181.014925,0,0,2677.681955,3212.05413,3784.51038,0,1851.890606,3788.47237,749.698509,2690.431093,3511.24241,231.3553,108.29873,0,1146.461971,2569.44623,0,2211.49591,5896.65427,2853.59234,7029.347169,8944.41342,0,4747.34801,2085.99877,4175.56955,97.91891,1058.5412,2537.753336,3409.86142,1124.78805,2570.94182,368.36801,577.09176
Leadbetterella byssophila,1215.4177,712.70858,2092.356,726.91011,296.96628,270.166324,480.85464,650.59357,2374.3776,0,1883.5332,2099.3567,118.57785,0,0,743.5405,334.548086,0,1232.215646,0,0,0,266.3624,830.7643,397.993194,0,140.31694,771.90295,1568.41002,0,1314.40046,120.024475,0,379.50522,0,455.67776,0,159.05188,102.26525,0,2378.84319,999.98224,1095.37255,834.22943,0,1181.59555,2448.8568,660.36949,1281.32024,94.505066,0,0,0,2391.3054,1971.19973,0,746.2991,0,700.09716,1681.4036,1100.1717,2379.58074,3240.6043,0,1021.2598,0,197.66095,0,0,93.05259,263.86417,853.0809,1365.27524,3560.35559,0,1623.6716,804.93713,169.85541,0,3341.32334,4472.223995,0,0,282.13623,1732.9718,101.20799,0,1020.312179,3063.82262,272.93683,1515.18594,0,0,337.58319,1459.274,1183.32464,1418.55045,0,664.81275,0,110.30663,1105.53756,5420.36921,2138.99995,429.93415,2013.7257,1871.5562,0,214.06024,1918.86628,0,189.47946,1072.2946,390.30237,821.00128,1702.5219,0,305.960073,245.88322,0,0,1124.44495,0,3840.83092,131.14735,1086.05188,331.72134,4287.2114,1528.94846,1679.8778,0
Leptospira biflexa,0,0,0,92.81701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia buccalis,0,0,0,60.487278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.20598,0,143.20294,0,0,0,0,0,0,0,0,0,174.96349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.7649,0,0,0,0,0,0,0,0,0,90.759735,0,0,0,128.00163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc citreum,0,0,0,0,0,0,1959.57874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.26755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc gasicomitatum,0,0,0,0,0,0,351.94407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.87236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3192,0,0,0,0,0
Leuconostoc kimchii,0,0,0,0,0,0,148.98279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc mesenteroides,0,0,0,0,0,0,309.07683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc sp. C2,0,0,0,0,87.68484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.347946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.56078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Listeria monocytogenes,0,0,0,0,185.68208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.07242,0,0,0,0,0,0,0,0,0,0,0,0,0,93.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.46608,0,0,0,0,0,0,0,0,0,0,0,0,0,92.506485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.29314,0,90.90075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysinibacillus sphaericus,0,0,0,0,0,0,0,0,0,0,0,0,0,166.31471,0,0,0,0,0,0,0,0,0,0,97.608246,0,0,0,165.34703,0,0,0,0,0,0,0,0,0,0,0,0,0,208.095185,0,0,0,162.03155,0,0,0,0,0,0,0,0,217.84839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.52222,0,0,156.7129,0,0,0,0,0,0,0,0,106.13246,0,0,0,0,0,0,0,0,0,0,120.52366,0,0,0,0,0,244.50648,0,0,0,111.47456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrococcus caseolyticus,0,0,0,0,0,73.30585,0,0,0,0,0,0,0,0,0,0,97.270744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006.32605,111.78457,0,0,0,70.67108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.35367,0,188.28644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.9278,0,0,0,0,0,0,0,0,0,0,0,96.9052,0,0,0,0,0,0,0,94.993004,0,0,0,0,0,0,0,0,0,0,0,0
Magnetococcus marinus,0,184.12433,0,0,1273.35146,0,478.44058,371.20114,236.594745,0,0,0,0,0,0,0,91.026886,578.73566,4.3986187,0,99.15424,414.893,0,0,209.0039,0,0,0,109.67704,0,177.16678,0,0,0,0,131.12572,825.2416,0,185.3905,0,641.0576,304.75204,564.64685,0,351.81738,416.42868,0,0.46414676,0,0,0,982.1084,1106.7238,0,0,0,0,0,0,0,0,113.22107,0,0,0,0,538.19666,0,0,438.12158,0,0,136.37675,0,0,0,0,0,63.279766,0,0,0,0,0,0,0,0,0.8266266,0,2283.098,146.06691,0,0,0,261.31411,0,0,0,0,0,1184.4601,0,0,5319.78,0,165.05177,0,268.2941,0,0,0,0,594.39836,173.70409,213.47394,0,0,0,0,0,0,0,105.964676,0,0,0,0,0,0,0,272.18585
Magnetospirillum magneticum,0,0,0,0,0,0,0,0,339.36142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.163315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
