Species,SRR7160364,SRR7162297,SRR7162298,SRR7162299,SRR7162300,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162310,SRR7162311,SRR7162312,SRR7162313,SRR7162314,SRR7162315,SRR7162316,SRR7162317,SRR7162318,SRR7162319,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162324,SRR7162325,SRR7162326,SRR7162327,SRR7162328,SRR7162329,SRR7162330,SRR7162331,SRR7162332,SRR7162333,SRR7162334,SRR7162335,SRR7162336,SRR7162337,SRR7162338,SRR7162339,SRR7162340,SRR7162341,SRR7162342,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162348,SRR7162349,SRR7162350,SRR7162351,SRR7162352,SRR7162353,SRR7162354,SRR7162355,SRR7162356,SRR7162357,SRR7162358,SRR7162359,SRR7162360,SRR7162361,SRR7162362,SRR7162363,SRR7162364,SRR7162365,SRR7162366,SRR7162367,SRR7162368,SRR7162369,SRR7162370,SRR7162371,SRR7162372,SRR7162373,SRR7162374,SRR7162375,SRR7162376,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162381,SRR7162382,SRR7162383,SRR7162384,SRR7162385,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162392,SRR7162393,SRR7162394,SRR7162395,SRR7162396,SRR7162397,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162406,SRR7162407,SRR7162408,SRR7162409,SRR7162410,SRR7162411,SRR7162412,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162417,SRR7162418,SRR7162419,SRR7162420,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Porphyromonas asaccharolytica,0,83.14955,0,585.22613,0,251.768606,4864.03865,273.74475,312.853098,0,0,464.855356,695.84845,0,62.491497,0,164.85481,0,26.402061,108.22574,137.97299,0,265.58687,0,248.398179,0,3294.720163,0,732.47196,0,1006.52098,113.9691,70.595634,200.066701,0,186.33636,637.711495,268.739105,2535.96533,0,0,0,0,95.723434,169.12949,842.92996,0,0,0,184.77142,255.09457,0,116.48558,0,0,1116.1382,0,0,473.297205,219.257146,98.04196,8693.861235,1825.02264,0,0,0,514.01867,0,0,57.211647,218.24142,2809.43736,129.6976,738.3677,0,330.94021,56.41589,0,79.26161,500.2861,7039.8747,0,0,0,0,0,0,3237.65095,199.06684,88.55233,1393.22351,0,0,0,0,384.25052,0,0,160.22252,0,116.61896,464.3911,3422.731639,2679.53934,0,542.42767,0,0,1670.44353,4932.708515,0,244.31218,92.402084,383.56442,0,0,0,371.9162083,772.59235,100.29348,0,461.07453,0,0,0,207.851515,217.795596,0,306.9463,1362.95938,136.63196
Porphyromonas gingivalis,192.64384,0,0,75.03766,100.229614,121.272514,108.17981,0,160.01289,0,0,122.0287,0,0,0,0,0,384.732324,0,0,0,0,90.92381,0,137.81389,0,399.43003,0,257.480929,0,120.02081,186.95432,68.4901,0,0,0,0,76.03681,0,0,0,0,368.51074,101.60692,0,89.36619,57.554497,0,199.639296,0,0,0,0,0,0,259.00055,0,0,0,138.2583,0,184.957375,0,0,0,0,276.141725,0,0,0,0,0,0,385.500506,0,0,80.00952,0,0,0,0,0,0,258.42063,107.26612,0,0,0,323.29414,66.6542,0,0,0,298.61256,192.76327,0,0,0,292.38257,0,0,621.45274,0,0,0,0,251.55966,0,104.76551,182.623391,0,0,48.524807,0,182.51402,0,0,0,0,0,0,0,0,0,117.56187,252.31833,271.143054,0,0,904.2978,0
Prevotella denticola,0,0,0,0,0,44160.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4618.2236,0,1806.8665,0,0,0,0,0,0,0,0,0,104.97013,30573.04271,0,0,0,0,0,29666.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10755.55526,0,0,154.7649,0,28966.802,0,0,8664.39492,0,0,0,0,90.911064,0,0,0,10565.5606,30926.835,0,47212.84313,0,0,0,0,0,0,0,804.77948,6.3699517,0,0,20872.283,0,0,0,0,0,0,0,0,0,0,0,550.68664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9533565,4887.566395,0,452.11221,0,0,0,0,0,0,0,0,0,0
Prevotella melaninogenica,0,2177.0631,0,18796.258,0,55757.613,10950.527,0,0,0,0,992.55178,131.76755,8872.598,0,0,0,0,0,0,106.65063,43153.87,9598.516,40015.777,13550.58455,0,9900.04779,0,19438.387,0,3196.6082,0,0,0,0,0,76.42087,48022.34345,0,0,0,0,0,1542.3718,84.42948,21871.875,77.94174,0,13776.462,0,0,0,12906.833,0,0,0,0,0,5952.5876,0,0,0,0,28652.76,0,0,12361.32214,0,0,0,19124.65563,126.44715,0,0,0,26671.146,25949.1547,0,28578.078,146.43066,0,0,0,33362.45,0,25255.567,1329.35478,4.178742,0,0,21022.495,52271.8,12692.307,24246.729,106.634964,0,0,0,0,0,0,4606.3477,1091.738286,0,0,13870.47,0,0,1447.7689,1334.83318,0,0,0,61534.33,0,0,0,447.4944908,43803.76564,0,430.39739,202.57367,0,0,0,37135.435,26351.9042,0,0,0,0
Prevotella ruminicola,0,436.25688,0,16479.112,0,105595.4937,7677.02693,1531.272,0,0,214.5397,217.07588,0,0,0,0,21722.313,0,1151.039796,92.969826,78.44584,0,25957.6334,1907.72017,26853.35816,0,35660.77025,0,0,0,2881.618,0,106852.71,0,0,122.913086,769.50793,110749.8298,311.68605,0,60.781895,0,102.89213,0,0,0,94.40426,0,2759.6338,108.63471,0,0,31787.392,0,0,161520.497,138.65813,0,31402.11052,0,334.15877,2582.95312,0,68547.233,0,0,27052.95313,0,61.55758,0,17097.42034,6869.199385,0,0,0,40969.17732,16970.14423,0,246043.403,468.390634,0,0,0,0,0,9271.041,625.79132,26.3516647,0,7433.3174,78932.0655,0,55270.283,49124.86991,151.61879,8496.848,0,0,186.86572,38235.719,0,0,2190.12811,950.7301,0,421.81262,0,0,283.901464,5595.7747,0,54228.71117,95.98753,0,0,0,7757.09,415.2962649,77186.08873,0,1834.77736,221.33682,0,59.92208,0,15303.9287,22759.2332,0,340.76072,14998.91513,0
Proteus mirabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4175.424886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092.83339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1836,0,0,0,0,41305.8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudogulbenkiania sp. NH8B,447.22827,0,0,0,0,0,0,641.7708,0,0,151.55899,0,0,0,880.2018,0,717.3619,1025.5782,4.399429,0,0,0,0,0,268.07874,0,0,0,141.2875,864.3654,0,0,0,427.30917,0,298.04584,0,97.20148,1713.3968,746.3183,0,0,0,0,101.62805,442.99777,82.603714,0,0,0,0,0,0,0,0,0,222.0381,842.18353,0,481.7509,0,0,0,0,0,0,973.67126,0,0,650.1445,0,0,0,282.08942,0,78.80817,0,0,0,0,0,0,0,622.7682,0,0,755.634,0,0,0,0,0,129.81726,186.73532,0,0,259.0707,0,0,0,0,0,0,343.33997,0,0,1860.9382,1100.4501,0,0,0,0,578.26917,301.71042,229.87903,1804.824,0,528.5854,361.25064,0,301.01106,1862.7058,310.65842,0,0,0,164.39308,0,0,512.9928,0
Pseudonocardia dioxanivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.37564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychromonas ingrahamii,0,0,0,0,0,0,572.86737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.58084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.601585,0,0,0
Pusillimonas sp. T7-7,0,0,0,0,0,171.79749,0,0,0,0,135.15451,0,0,0,0,0,0,0,0,126.08651,0,0,0,0,0,0,0,281.15286,116.66424,0,0,0,279.462505,56.439194,0,0,0,106.936714,378.8242,0,0,0,0,0,0,0,0,0,98.25491,406.14502,0,0,0,0,0,0,104.07639,0,144.38832,0,0,281.1629,99.00769,595.19827,0,0,0,685.6898,0,0,0,0,97.53157,0,0,80.83886,286.791614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.32283,0,101.799545,3954.5596,0,1694.5537,0,486.08296,0,0,523.339,0,309.26968,190.81828,0,0,0,0,0,0,0,0,460.91177,0,0,238.27368,446.27753,0,319.09732,0
Ralstonia pickettii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.252266,0,0,0,0,0,0,0,0,45.72521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.37354,0
Ralstonia solanacearum,0,0,0,0,0,0,0,0,0,0,141.65909,118.73141,0,0,0,0,0,0,0,0,0,0,0,0,74.8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.812546,0,0,0
Rhizobium leguminosarum,0,0,0,0,0,0,0,0,97.88585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodobacter sphaeroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.06388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodopirellula baltica,0,0,0,120.03569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.61739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodospirillum centenum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.59595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11202.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodospirillum rubrum,0,0,0,0,0,0,0,0,8839.955149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.48537,0,0,0,0,0,0,0,0,849.92908,0,0,0,0,3872.0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50739.7138,0,0,0,0,0,0,0,4533.311473,752.50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riemerella anatipestifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.226845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robiginitalea biformata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.960686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseburia hominis,24591.18824,14655.63669,12293.5825,9354.260534,27746.59334,12055.32148,7684.767229,3841.082646,28217.56175,29575.3838,5435.044531,10919.33408,5848.64383,29429.45152,3576.545694,16728.5916,32705.74137,9250.796789,57532.80223,9836.568546,6212.533038,12808.09571,19295.91738,13627.69556,9129.226746,246.64099,19498.054,8079.66714,7349.170246,9068.575186,34866.14503,1844.0665,16181.58417,1196.227281,1832.1967,18744.56878,25920.03542,10285.79015,10816.43751,1226.049495,41190.16687,2966.19746,44848.10257,31074.38493,31024.06082,48871.70711,15515.82065,8449.389005,42694.82031,9774.634873,1755.1608,1359.1064,9941.45224,22467.07023,17896.60701,16870.10511,7214.668002,327.562405,22648.75132,1415.15934,4544.675008,15840.89819,12575.36034,13668.95751,3076.81418,4804.959594,5290.99168,15597.99124,2817.81366,23470.20333,17519.68924,19384.00537,7046.500472,13706.7181,87.44383,52621.51896,43188.55293,5651.457844,5012.158687,8091.3907,4425.845648,42619.41857,443.36274,3081.83571,5536.255223,13540.01133,5145.20986,9348.043341,40138.39871,21824.11205,10219.69168,10603.881,11574.42824,13761.30251,35711.09634,55009.72203,18988.22912,58338.60056,19306.56539,1396.376004,9926.638604,1205.10089,5847.598119,17569.64767,15246.19784,29414.0358,4421.161197,16480.43277,648.7276,15995.4573,0,31419.01342,4157.11102,7522.5839,22233.40418,4224.10536,15065.09104,369.275058,1178.689045,1328.347536,528.73742,3184.472196,37907.05131,44410.21674,2925.170496,11547.69633,6306.574315,2612.902176,28137.92581,24163.81545,8858.635185
Roseiflexus castenholzii,0,0,0,0,89.35502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.594986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus sp. RS-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.19193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.988924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.398365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.763993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubrobacter xylanophilus,0,0,168.86566,0,4788.1353,0,0,767.4969,0,0,0,2220.0955,0,0,0,0,157.51723,0,0,0,0,0,375.8598,0,0,0,0,0,104.08761,0,0,0,92.78524,0,0,0,0,130.1135,0,150.42186,0,0,0,0,0,0,817.01215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.8958,0,958.53937,0,0,0,0,0,2008.9806,278.0709,0,0,0,85.8634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.385565,1169.03534,0,0,0,1343.8074,0,0,0,0,0,0,0,0,0,10978.206,0,0,134.80283,0,0,0,0,12147.485,0,0,0,690.9396,0,0,246.95863,0,0,0,0,0,3108.4219,0
Ruminococcus albus,57292.63196,40665.05903,47483.40982,72652.34026,100858.2134,42159.50406,83723.39752,69670.88758,109515.4677,32850.98617,46499.93147,73420.2128,19343.66422,10633.71824,24601.82458,16083.93645,30143.86916,13981.65404,56172.86611,4270.26782,16713.03217,20623.94362,67747.88905,42499.86679,77552.35691,258.48713,81998.44551,9397.65464,107102.6958,3145.70009,94805.28724,26493.15718,33262.28197,19038.75855,21225.42881,128004.3905,73919.52882,55648.92697,4937.32324,8102.64843,172841.025,47477.97152,55565.56022,28476.54389,20984.64159,49409.63276,151515.7414,43816.48314,79747.47726,138854.7624,6548.500305,16143.1148,68439.35579,43530.23355,21997.4468,37820.02764,77904.32518,3427.504332,55826.16689,41134.36985,79210.05895,46170.20702,123335.4321,40312.84527,18085.50543,29767.43326,12206.22911,35686.40569,2103.70541,44146.1835,96816.70945,62990.8338,33430.63569,141260.9607,12608.6182,94522.44874,72125.92493,27168.91355,48979.4598,84477.48336,22162.05831,79611.57572,1395.663295,8400.686717,33160.78116,18333.21834,19939.0001,73039.11437,58655.30361,103327.9577,107250.5826,17760.87223,14946.41289,57267.33562,80800.28153,127611.2588,146635.053,68584.24079,26246.18904,3311.308623,79223.06594,46577.47701,85837.97581,71937.84353,45092.04399,73500.64653,6364.77745,19711.19185,29211.09897,31976.4402,0,63419.28854,21122.26904,61558.99195,55431.90315,11913.11646,70188.37018,802.0414531,7788.820873,3055.053763,6244.620229,2483.482043,47402.71391,34817.42082,28308.24216,21455.85988,12556.87354,63685.6901,62043.27303,82601.64447,58197.20134
Runella slithyformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.50214,0,0,0,0,0,0,0,0,0,0,0,0,0,1822.6995,0,0,0,0,0,0,0,19.441017,217.3033,0,0,0,0,0,0,0,0,0,143.77974,0,0
Saccharophagus degradans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.55221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saccharopolyspora erythraea,150.37926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmonella bongori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmonella enterica,0,0,191.08981,223.99886,0,10094.61929,278.95673,0,2183.80284,1749.49812,0,0,0,98.19028,188.991575,0,208.889206,115.33013,14.044714,19915.076,211.034207,668.871049,63.426888,0,189.714785,7174.63655,0,125.878174,69.24987,2197.73144,2158.87391,0,0,0,0,0,362.6441,388.530823,0,0,439.058198,0,137.29138,0,0,0,30.46952,1155.428044,0,0,0,508.27792,0,209.87316,236.69397,0,0,266.09415,483.098336,746.3852,0,0,0,0,0,0,343.17269,145.52493,119.075,285.4731,306.47655,104.38813,0,0,108.49514,0,0,0,45.652138,185.81282,0,0,9959.82749,343.68789,0,0,0,0,301.6054,0,54.763603,0,108.613884,369.133795,0,106.23646,494.612676,207.737085,2562.82014,104.14421,0,0,0,328.51183,0,0,122.07652,1706.45554,456.34164,0,53786.65264,0,0,243.99236,80.41127,131.14523,0,815.672374,14747.73923,345.80921,1019.73519,0,2004.747416,0,0,0,0,7677.89083,0,221.05058,3712.35383
Sebaldella termitidis,0,0,0,0,0,0,0,0,0,0,104.32005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.84561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.40428,0,0,0,0,0,0,0,0,0,0,0,5043.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.0502,72.69439,0,0,0,0,0,0,0,0,0,0,0,0
Selenomonas sputigena,0,813.066436,0,344.04208,6636.00679,66.70539,0,0,79.58291,17893.69105,4940.6779,832.217996,0,0,0,0,193.40742,111.11496,0,0,0,4661.58611,100.03976,2738.47743,3761.554829,278.087584,3676.63834,30575.4897,0,141.109147,3144.45371,4320.35699,8086.92426,3242.30306,138.37411,89.83496,92.45471,15609.9983,0,280.78553,271.53448,0,119.111565,7760.4127,0,67.70165,156.00685,0,3463.01371,1121.89819,0,561.45822,708.179685,0,0,0,0,393.99107,0,131.68513,2483.766924,589.41986,3008.387421,2917.41531,1185.6254,222.57893,1382.571806,0,0,0,218.310175,2702.01489,0,0,266.64984,2432.282282,0,0,257.678869,675.202417,96.14081,101.08877,95.94278,0,124797.364,2517.123009,14620.93347,11298.15117,0,53.828674,8319.64896,11625.09176,19142.9122,2890.2131,1182.54021,0,0,3644.17182,275.8943,24565.10783,83.48534,1775.245191,104.61535,1270.770014,0,5198.84298,0,266.161,24575.5457,2348.48318,0,529.042524,2623.92736,255.71763,3452.72002,6275.81805,0,0,0,0,0,0,0,8097.79373,30064.68711,3785.716274,0,0,0,271.40543,0
Shewanella denitrificans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.43431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shewanella violacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shigella boydii,0,0,0,0,0,86.72603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sideroxydans lithotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.11443,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.03183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.54552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
